0 3208.7
1 3216.2
2 3230.5
3 3238
4 3252.3
5 3259.8
6 3274.1
7 3281.6
8 3295.9
9 3303.4
10 3318.5
11 3327.2
12 3342.3
13 3351
14 3366.1
15 3374.8
16 3389.9
17 3398.6
18 3413.7
19 3422.4
20 3438.9
21 3449.6
22 3466.1
23 3476.8
24 3493.3
25 3504
26 3520.5
27 3531.2
